trialID,time,stimulus,pupil_diameter
1,0.008127036740354938,no_stimulus,1.493468072148265
1,0.018533211337897045,no_stimulus,1.5295249032377183
1,0.0269329009751974,no_stimulus,1.5709800772138172
1,0.03742599558259008,no_stimulus,1.4418350401333844
1,0.04790732425045002,no_stimulus,1.5227739203853277
1,0.05785000346097826,no_stimulus,1.4374496430579877
1,0.06683932306448859,no_stimulus,1.595493783393537
1,0.07655519177244516,no_stimulus,1.526821077516933
1,0.08510066605519848,no_stimulus,1.5142748910211412
1,0.09262006147002179,no_stimulus,1.6000017826816535
1,0.10064177481491544,no_stimulus,1.5356945462467744
1,0.11019667572881935,no_stimulus,1.529988857037613
1,0.12097487877408712,no_stimulus,1.535342700183397
1,0.12922846389416648,no_stimulus,1.466690422359612
1,0.13770434924061709,no_stimulus,1.535450462836198
1,0.148235281571208,no_stimulus,1.559885925133488
1,0.15878106798806962,no_stimulus,1.5817509482468808
1,0.1695446279662455,no_stimulus,1.5446361921148002
1,0.18042204861746736,no_stimulus,1.4855749559824551
1,0.191258810300479,no_stimulus,1.5651736776754703
1,0.20017822312193875,no_stimulus,1.5516707890784858
1,0.20817728690703544,no_stimulus,1.51259168441809
1,0.2156081474209504,no_stimulus,1.5801524417287927
1,0.22542924221019386,no_stimulus,1.6359697595728562
1,0.2348197178876389,no_stimulus,1.5145093801678022
1,0.24343102174155892,no_stimulus,1.527772328861381
1,0.2528274572875978,no_stimulus,1.51244938561672
1,0.26036431242023034,no_stimulus,1.5242152236736826
1,0.268730365680798,no_stimulus,1.531997831310128
1,0.2761443880566469,no_stimulus,1.5560210145037536
1,0.28533495855935426,no_stimulus,1.5419992203522912
1,0.296290009683541,no_stimulus,1.5498775755318575
1,0.30526685766920225,no_stimulus,1.5250516151586329
1,0.31319174479985923,no_stimulus,1.6714653471310015
1,0.32150462999323104,no_stimulus,1.6324801983624002
1,0.3288829579031441,stimulus,1.5512027807047
1,0.33943023276397793,stimulus,1.6822993834824576
1,0.3489830419953951,stimulus,1.619271942913168
1,0.3588450402179851,stimulus,1.633367884753576
1,0.36761302346600355,stimulus,1.6624979154417836
1,0.37621712563023163,stimulus,1.7132391898925217
1,0.3841010651059218,stimulus,1.6301955660541554
1,0.39488647454346937,stimulus,1.5772771781793273
1,0.40567032475664283,stimulus,1.66207409291466
1,0.4148657393738745,stimulus,1.6511143295259654
1,0.42518950976367004,stimulus,1.757678746368019
1,0.43542512490595325,stimulus,1.577104235138117
