trialID,time,stimulus,pupil_diameter
1,0.008490731064888476,no_stimulus,2.0109857862678036
1,0.018327535676791636,no_stimulus,1.9927543706977346
1,0.027041320850222497,no_stimulus,2.1676202897307935
1,0.03774048433476551,no_stimulus,2.0685506658215393
1,0.04709649690819573,no_stimulus,2.1010879820504695
1,0.057161153488094,no_stimulus,2.1083276424089656
1,0.0667703791048027,no_stimulus,2.127313085943067
1,0.07472446636112962,no_stimulus,2.1480786071408073
1,0.08527275514264568,no_stimulus,2.1479820130088707
1,0.0958294577524655,no_stimulus,2.152689033471293
1,0.10321645554402326,no_stimulus,2.1333263573712538
1,0.11359370685478855,no_stimulus,2.0913499170824728
1,0.12388115172305605,no_stimulus,2.127474833974196
1,0.13148159123867525,no_stimulus,2.1029365581635444
1,0.1420643190311862,no_stimulus,2.1844893080656003
1,0.15039865170690914,no_stimulus,2.2302264779032
1,0.1578761454894561,no_stimulus,2.2492991498093082
1,0.16587503375863938,no_stimulus,2.159924250050092
1,0.17362284650462145,no_stimulus,2.1055052444847235
1,0.18404733099761336,no_stimulus,2.1733249833753643
1,0.19405916141065926,no_stimulus,2.022815710952547
1,0.20130796577797822,no_stimulus,2.0855017091417176
1,0.21176770106419915,no_stimulus,2.146929076326987
1,0.22086667510058813,no_stimulus,2.217045130895094
1,0.22872031241149973,no_stimulus,2.0850894247263234
1,0.23716876290038735,no_stimulus,2.190997735175511
1,0.2447128726218311,no_stimulus,2.1183371616929634
1,0.25425481918095755,no_stimulus,2.162551834708241
1,0.26387443541863614,no_stimulus,2.225083928094784
1,0.2726977721503731,no_stimulus,2.1495647795389337
1,0.2807781509172936,stimulus,2.172095680460831
1,0.29059232866025897,stimulus,2.289883639187234
1,0.3013340800325555,stimulus,2.3027796905093387
1,0.30952995606685013,stimulus,2.2253755621285616
1,0.3193924046745592,stimulus,2.254085769106759
1,0.3282602144752883,stimulus,2.177423344299008
1,0.3359188317316788,stimulus,2.215975818499619
1,0.3448329654364878,stimulus,2.20382359799431
1,0.35510817759138225,stimulus,2.216489232958393
1,0.36445905381081495,stimulus,2.199593411532394
1,0.3745419609729004,stimulus,2.2633730933514165
1,0.38437774466592445,stimulus,2.279433945311991
1,0.3944510998980464,stimulus,2.26831781227102
1,0.4047286629596768,stimulus,2.3350557361793784
1,0.4131253517295811,stimulus,2.2527792085327825
1,0.42073195505909855,stimulus,2.2355708126302365
1,0.42843452683623306,stimulus,2.252775827646012
1,0.4359787359548327,stimulus,2.1960931266137838
1,0.4452000388845501,stimulus,2.36033579862898
1,0.45460645398608096,stimulus,2.2734660309934647
1,0.46194299998551586,stimulus,2.3986395425323694
1,0.47231457942323873,stimulus,2.3137602334024017
1,0.4822798219482085,stimulus,2.383725839751879
1,0.4915048033140591,stimulus,2.4077061482350772
1,0.4987944341464614,stimulus,2.4178329683417634
1,0.507710173592695,stimulus,2.3800582131838213
1,0.5179828420192482,stimulus,2.47468705007841
1,0.5262386194962463,stimulus,2.4673346588820135
1,0.5349878805967029,stimulus,2.427908708256512
1,0.5450212567405371,stimulus,2.431467024470687
1,0.5533252230125706,stimulus,2.4298424046970224
1,0.5609430973899144,stimulus,2.4326958246963803
1,0.5691070195320461,stimulus,2.478594371776154
1,0.5788436492634709,stimulus,2.4370012368618723
1,0.5881841952760134,stimulus,2.4440662954775005
1,0.5989390431475632,stimulus,2.3945666088459863
1,0.6067766658266247,stimulus,2.429340073122333
1,0.6167796122964401,stimulus,2.473394539260847
1,0.625642451805123,stimulus,2.5162692320907376
1,0.636296044336172,stimulus,2.61546113297134
1,0.6467825747350098,stimulus,2.533105364127325
1,0.6549743968894992,stimulus,2.5857117473840745
1,0.6644479492605097,stimulus,2.519328970797969
1,0.675133164533353,stimulus,2.59452631705207
1,0.6833168692393228,stimulus,2.5570535910811336
1,0.6916299221074319,stimulus,2.6423797922889207
1,0.6991645656134883,stimulus,2.62208868474024
1,0.7067823422286275,stimulus,2.7324222933630447
1,0.715274789810079,stimulus,2.5904368382261134
1,0.724282581823439,stimulus,2.701851239111009
1,0.7339898726727693,stimulus,2.598953290137328
1,0.7435790998961507,stimulus,2.6386317399434813
1,0.753022467633975,stimulus,2.57746391649107
1,0.7628787061628947,stimulus,2.698712295987053
1,0.7716243606855024,stimulus,2.727239308805501
1,0.7805930660675631,stimulus,2.864318029951449
1,0.7901369621513149,stimulus,2.6817492728084815
1,0.799261411677588,stimulus,2.8309794440749267
1,0.8066679868582368,stimulus,2.8339816428655737
1,0.8172695630779888,stimulus,2.7421749581003954
1,0.825014625834345,stimulus,2.899491686729226
1,0.8326854167571279,stimulus,2.8129789867679613
1,0.8427319111112596,stimulus,2.872020166121611
1,0.850847164359648,stimulus,2.833596906378186
1,0.8588361561611868,stimulus,2.8640574936613503
1,0.8689436195135568,stimulus,2.913247874797754
1,0.8784563941308835,stimulus,2.900494169684012
1,0.888823669722077,stimulus,2.776405943021781
1,0.8992767902040423,stimulus,2.8554399539939563
1,0.9076918690486445,stimulus,2.927583376764911
1,0.9183995249565254,stimulus,2.958409852353015
1,0.9268917896348291,stimulus,3.051647400948735
1,0.9369491349720143,stimulus,3.00725741183035
1,0.9466710473391879,stimulus,2.926490934424561
1,0.9565636525402453,stimulus,2.952197817720879
1,0.9671648095472086,stimulus,3.0532029128365354
1,0.974363722429613,stimulus,2.917692328013394
1,0.9834103658520436,stimulus,3.07737176441999
1,0.9912211241053319,stimulus,3.033301574649
1,0.9984919588903921,stimulus,3.0393851644203114
1,1.007947580937824,stimulus,3.0585651697682263
1,1.0158096528250042,stimulus,2.9328559680439406
1,1.02430380305926,stimulus,3.0042471218795095
1,1.0343243821704167,stimulus,3.0510076347472492
1,1.0427581831586423,stimulus,3.0891920314873005
1,1.050126819212082,stimulus,3.0346153338494677
1,1.0601590854820357,stimulus,3.1249963207184157
1,1.068756255332047,stimulus,3.0511627366587777
1,1.0770928294180409,stimulus,3.1863305530282453
1,1.0871431676917052,stimulus,3.0670170215888377
1,1.096530348473262,stimulus,3.0585625537136876
1,1.1068796493785036,stimulus,3.148771748432778
1,1.1169259611820082,stimulus,3.0629610125850935
1,1.1252304508969773,stimulus,3.110389400755105
1,1.1334100025054394,stimulus,3.0023293025417077
1,1.1432150205913192,stimulus,3.1624872910813413
1,1.1535520258759282,stimulus,3.149442119489539
1,1.1616178916893993,stimulus,3.125593631697936
1,1.1707668544113188,stimulus,3.178908802615632
1,1.1811970618400207,stimulus,3.247285674855775
1,1.1906655335545147,stimulus,3.133841200886822
1,1.2012038663749067,stimulus,3.144162610602021
